Id,SalePrice
1461,123561.2734375
1462,156822.734375
1463,183652.453125
1464,185794.015625
1465,202983.71875
1466,179134.90625
1467,171113.078125
1468,171914.65625
1469,197471.84375
1470,113114.109375
1471,201885.3125
1472,94402.9296875
1473,108485.9609375
1474,161092.421875
1475,148824.828125
1476,531403.3125
1477,292091.3125
1478,266000.25
1479,298051.59375
1480,360261.71875
1481,290147.25
1482,223434.078125
1483,175445.5
1484,177465.71875
1485,179596.890625
1486,194785.4375
1487,409476.96875
1488,235907.15625
1489,259832.09375
1490,185075.59375
1491,184779.8125
1492,88682.296875
1493,187554.8125
1494,313520.59375
1495,305576.625
1496,222075.15625
1497,186898.9375
1498,153923.609375
1499,164823.203125
1500,166574.421875
1501,174605.765625
1502,153233.046875
1503,308102.15625
1504,218813.25
1505,215779.78125
1506,217193.484375
1507,209868.90625
1508,202565.6875
1509,172182.03125
1510,157584.875
1511,139912.90625
1512,180424.015625
1513,131112.6875
1514,157354.40625
1515,179345.390625
1516,151790.09375
1517,155669.234375
1518,131011.328125
1519,238682.546875
1520,137765.046875
1521,146339.796875
1522,158027.859375
1523,117927.8125
1524,126442.0625
1525,125607.28125
1526,120664.5859375
1527,100450.1171875
1528,132581.359375
1529,148351.71875
1530,165737.640625
1531,144031.203125
1532,109786.40625
1533,135287.40625
1534,119926.4765625
1535,166227.9375
1536,128537.375
1537,63158.5078125
1538,171233.953125
1539,257370.125
1540,110107.40625
1541,162138.109375
1542,153910.078125
1543,216938.71875
1544,85380.9765625
1545,114027.1875
1546,116564.03125
1547,142895.875
1548,158668.59375
1549,133048.921875
1550,135745.671875
1551,132865.59375
1552,113073.4453125
1553,185652.5625
1554,109679.0859375
1555,158652.515625
1556,91444.890625
1557,79228.140625
1558,87575.4921875
1559,92909.65625
1560,143719.078125
1561,139400.40625
1562,127862.84375
1563,126400.9375
1564,169702.71875
1565,143096.53125
1566,227986.734375
1567,74198.6328125
1568,244700.765625
1569,190483.328125
1570,130775.3671875
1571,127001.53125
1572,155279.828125
1573,285760.46875
1574,72822
1575,172466.140625
1576,220105.40625
1577,232934.3125
1578,155030.25
1579,136361.28125
1580,208007.984375
1581,161613.34375
1582,138233.171875
1583,358954.5625
1584,241519.765625
1585,140229.171875
1586,74730.296875
1587,98964.9140625
1588,152564.625
1589,93759.1484375
1590,142135.671875
1591,109852.2265625
1592,119006.140625
1593,124707.078125
1594,171614.984375
1595,131022.796875
1596,231704.40625
1597,185545.015625
1598,198754.3125
1599,207870
1600,197170.125
1601,71393.4921875
1602,103513.4140625
1603,71687.7890625
1604,260873.328125
1605,242638.171875
1606,157583.609375
1607,187786.515625
1608,221179.796875
1609,242323.734375
1610,165521.984375
1611,152094.09375
1612,145330.5625
1613,153328.78125
1614,125836.7421875
1615,90863.7265625
1616,85074.0078125
1617,90951.1875
1618,125314.796875
1619,132861.859375
1620,167787.34375
1621,135669
1622,153173.859375
1623,273350.59375
1624,205123.390625
1625,119989
1626,160865
1627,184520.015625
1628,252763.953125
1629,174111.375
1630,349598.71875
1631,229808.234375
1632,253057.8125
1633,168041.703125
1634,172872.03125
1635,181300.125
1636,163144.546875
1637,161311.625
1638,208290.65625
1639,171757.203125
1640,264125.65625
1641,177923.859375
1642,291380.375
1643,207967.953125
1644,216489.828125
1645,143523.828125
1646,150894.25
1647,165809.921875
1648,129704.6484375
1649,138767.703125
1650,117926.6171875
1651,122379.3671875
1652,103488.359375
1653,100641.1484375
1654,173476.96875
1655,145154.859375
1656,150007.5
1657,140667.875
1658,165014.8125
1659,139444.09375
1660,145332.984375
1661,409035.15625
1662,503674.71875
1663,348060.09375
1664,418253.625
1665,339835.875
1666,372991.46875
1667,411669.03125
1668,323794.9375
1669,300779.03125
1670,315034.53125
1671,291299.21875
1672,385555
1673,281508.875
1674,240750.953125
1675,180587.5625
1676,197652.375
1677,235051.46875
1678,424183.21875
1679,363941.53125
1680,292798.71875
1681,221481.4375
1682,327212.09375
1683,193426.15625
1684,171407.125
1685,171421.421875
1686,167153.625
1687,165840.984375
1688,182055.828125
1689,181415.265625
1690,191067.40625
1691,170346.09375
1692,266865.5625
1693,169943.078125
1694,181977.59375
1695,167375.09375
1696,242752.09375
1697,168536.5
1698,375097.71875
1699,313660.75
1700,247184.0625
1701,259478.5625
1702,269115.6875
1703,276396.96875
1704,299420.9375
1705,218638.515625
1706,396197.25
1707,247869.703125
1708,232850.8125
1709,277266.15625
1710,227109.171875
1711,281009.6875
1712,284790.5625
1713,290572.84375
1714,214549.578125
1715,207404.625
1716,193664.609375
1717,174757.328125
1718,152940.09375
1719,187249.375
1720,261514.8125
1721,174558.5625
1722,156294.203125
1723,153991.921875
1724,236922.984375
1725,224099.140625
1726,177866.375
1727,172439.34375
1728,183861.171875
1729,174570.8125
1730,164012.234375
1731,118191.59375
1732,140812.359375
1733,127886.390625
1734,140105.328125
1735,129293.9375
1736,117888.90625
1737,338349.875
1738,249669.515625
1739,402881.90625
1740,207390.75
1741,171073.71875
1742,165883.078125
1743,187133.265625
1744,303756.625
1745,224473.8125
1746,290125.3125
1747,229003.296875
1748,203172.15625
1749,143782.71875
1750,165195.109375
1751,260902.8125
1752,125569.21875
1753,132549.6875
1754,196611.578125
1755,170471.109375
1756,127295.5703125
1757,122506.265625
1758,132457.703125
1759,164007.71875
1760,155828.34375
1761,153054.3125
1762,170495.6875
1763,141023.71875
1764,108751.6484375
1765,163586.421875
1766,180816.65625
1767,185676.578125
1768,150643.453125
1769,142180.5
1770,136133.375
1771,142844.0625
1772,137772.421875
1773,141914.9375
1774,126330.5625
1775,139405.546875
1776,137193.984375
1777,121701.6328125
1778,128341.1015625
1779,115895.484375
1780,184580.203125
1781,136053.71875
1782,89989.453125
1783,124574.0390625
1784,74064
1785,124798.828125
1786,123981.0234375
1787,185737.625
1788,56164.640625
1789,97128.1640625
1790,71291.5625
1791,206808.0625
1792,144453.03125
1793,140087.21875
1794,147639.96875
1795,136053.46875
1796,136063.40625
1797,139914.671875
1798,126423.3125
1799,123354.953125
1800,127422.078125
1801,148544.828125
1802,146404.796875
1803,140024.671875
1804,141821.3125
1805,139874.75
1806,118162.5078125
1807,133296.09375
1808,133780.96875
1809,112892.6484375
1810,156078.921875
1811,103098.3046875
1812,115974.015625
1813,104306.7578125
1814,85370.6484375
1815,62885.18359375
1816,102427.2734375
1817,119194.75
1818,130392.1796875
1819,104110.0625
1820,61511.4921875
1821,138824.1875
1822,137496.109375
1823,57816.85546875
1824,126930.234375
1825,148176.8125
1826,99447.9453125
1827,104453.640625
1828,132217.125
1829,125744.2890625
1830,128175.765625
1831,177534.359375
1832,96496.5390625
1833,165431.84375
1834,107295.328125
1835,192263.515625
1836,125019.578125
1837,90677.7421875
1838,133638.671875
1839,75457.3828125
1840,167840.1875
1841,145250.03125
1842,76225.6875
1843,144818.515625
1844,139907.3125
1845,153536.421875
1846,142721.09375
1847,157502.671875
1848,71454.015625
1849,134800.3125
1850,130398.2578125
1851,169015.671875
1852,134489.734375
1853,136538.828125
1854,180315.921875
1855,153994.953125
1856,226289.296875
1857,162756.125
1858,137551.59375
1859,115878.234375
1860,148029.25
1861,127785.015625
1862,450168.15625
1863,451926.71875
1864,451926.71875
1865,429827.71875
1866,318144.1875
1867,226294.765625
1868,328046.4375
1869,205962.15625
1870,231483.859375
1871,262310.28125
1872,169026.234375
1873,207768.59375
1874,141935.03125
1875,278955.5625
1876,179303.71875
1877,204524.84375
1878,180572.9375
1879,138596.4375
1880,136294.6875
1881,208721.625
1882,234958.578125
1883,195206.109375
1884,223742.046875
1885,271136.875
1886,305710.75
1887,210923.40625
1888,294946.5625
1889,153739.84375
1890,143443.3125
1891,142899.609375
1892,110517.265625
1893,130255.0078125
1894,119631.59375
1895,139308.375
1896,127640.1484375
1897,110559.5
1898,116540.7734375
1899,132357.8125
1900,143188.09375
1901,159746.609375
1902,144901.140625
1903,261440.53125
1904,138085.4375
1905,163662.21875
1906,163203.96875
1907,228528.75
1908,119267.8984375
1909,139829.671875
1910,121320.9296875
1911,214202.640625
1912,296329.90625
1913,129258.671875
1914,60734.53125
1915,322725.46875
1916,66284.6953125
1917,255035.890625
1918,135192.921875
1919,161701.40625
1920,103628.078125
1921,376830.84375
1922,290037.03125
1923,208615.609375
1924,218498.515625
1925,213367.96875
1926,374142.09375
1927,146711.296875
1928,165427.015625
1929,121141.1796875
1930,119908.3359375
1931,128284.8359375
1932,145771.625
1933,157745.40625
1934,177520.703125
1935,168009.828125
1936,185612.546875
1937,187620.015625
1938,169410.796875
1939,241117.34375
1940,187303.015625
1941,175697.90625
1942,188654.59375
1943,204763.5625
1944,294090.34375
1945,370159.125
1946,154853.890625
1947,281587.0625
1948,178068.375
1949,291807.5625
1950,179824
1951,241777.671875
1952,239770.015625
1953,161907.828125
1954,175552.53125
1955,137339.40625
1956,302139.59375
1957,169404.140625
1958,318240.21875
1959,125826.2578125
1960,117075.1875
1961,109523.2109375
1962,102300.9296875
1963,111164.1796875
1964,105409.453125
1965,158685.4375
1966,161227.390625
1967,297880.40625
1968,368816.8125
1969,367621.71875
1970,422764.0625
1971,438800.09375
1972,371238.3125
1973,282686.78125
1974,321859.6875
1975,417411.78125
1976,268927.25
1977,345972.3125
1978,402277.5
1979,322624.28125
1980,198041.171875
1981,330966.53125
1982,212853.703125
1983,199337.96875
1984,167137.8125
1985,211413.125
1986,215353.484375
1987,190375.921875
1988,174131.75
1989,185256.671875
1990,211816.75
1991,233354.359375
1992,225084.140625
1993,172593.46875
1994,233838.390625
1995,189150.71875
1996,343116.25
1997,292853.0625
1998,350049
1999,253075.53125
2000,282983.625
2001,284902.3125
2002,243004.359375
2003,255787.640625
2004,264207.09375
2005,202597.421875
2006,237504
2007,258369.328125
2008,236426.390625
2009,178680.625
2010,184475.34375
2011,135825.484375
2012,196086.828125
2013,185857.0625
2014,185822.6875
2015,198930.65625
2016,174433.703125
2017,201144.640625
2018,122956.015625
2019,139341.875
2020,118292.65625
2021,112415.8671875
2022,161324.0625
2023,126328.546875
2024,214611.015625
2025,310948.5625
2026,180960.1875
2027,163756.96875
2028,141704.453125
2029,170110.59375
2030,276919.6875
2031,239315.015625
2032,311133.09375
2033,258953.046875
2034,164424.65625
2035,210536.578125
2036,225600.1875
2037,240621.03125
2038,361528.90625
2039,213358.65625
2040,435518.71875
2041,297436
2042,208669.546875
2043,181865.296875
2044,186495.578125
2045,219850.171875
2046,100659.578125
2047,141589.265625
2048,134416.703125
2049,127223.1640625
2050,143510.921875
2051,119643.8125
2052,132458.03125
2053,145598.78125
2054,86044.6953125
2055,139676.75
2056,116613.515625
2057,135635.765625
2058,221811.296875
2059,145290.3125
2060,157617.3125
2061,148105.4375
2062,136621.3125
2063,110777.0078125
2064,148430.984375
2065,139784.015625
2066,181201.859375
2067,142972.03125
2068,117930.5703125
2069,90878.8828125
2070,115885.703125
2071,83847.1015625
2072,137566.453125
2073,129388.2734375
2074,190768.140625
2075,149230.171875
2076,112489.4375
2077,156400.390625
2078,134858.6875
2079,131844.171875
2080,119055.609375
2081,108299.8828125
2082,131634.109375
2083,132844.8125
2084,114193.5234375
2085,129444.84375
2086,161435.296875
2087,130150.671875
2088,105123.390625
2089,79145.6796875
2090,156389.15625
2091,111749.3125
2092,127335.828125
2093,108526.625
2094,149797.765625
2095,144691.21875
2096,94993.890625
2097,105200.578125
2098,141628.359375
2099,75180.3203125
2100,108866.5703125
2101,128741.71875
2102,131621.765625
2103,105464.65625
2104,170651.6875
2105,123834.984375
2106,62867.625
2107,190943.140625
2108,110359.15625
2109,116728.828125
2110,126317.90625
2111,154991.109375
2112,147020.078125
2113,126632.6015625
2114,108488.9140625
2115,200700.96875
2116,114251.796875
2117,148286.703125
2118,119468.2109375
2119,110928.8984375
2120,95562.8671875
2121,100233.1015625
2122,114028.1796875
2123,89150.015625
2124,179972.21875
2125,135860.375
2126,170644.203125
2127,140695.328125
2128,145668.984375
2129,99368.484375
2130,137586.453125
2131,152359.796875
2132,93196.3515625
2133,133980.828125
2134,125367.0546875
2135,98692.8203125
2136,48708.80859375
2137,110566.78125
2138,146305.03125
2139,148957.890625
2140,128872.3671875
2141,141814.328125
2142,145247.453125
2143,138858.421875
2144,101869.6328125
2145,144047.015625
2146,139588.046875
2147,167986.90625
2148,133514.390625
2149,149979.9375
2150,246510.484375
2151,110791.6171875
2152,185427.5
2153,163519.765625
2154,122049.21875
2155,146445.34375
2156,205605.421875
2157,231212.015625
2158,241790.21875
2159,186730.546875
2160,175806.6875
2161,226467.609375
2162,338502.0625
2163,261224.8125
2164,247773.953125
2165,175667.109375
2166,146373.25
2167,203402.921875
2168,202404.84375
2169,197986.078125
2170,233542.21875
2171,146254.9375
2172,127655.765625
2173,167348.328125
2174,212720.40625
2175,292159.875
2176,330310.1875
2177,231088.140625
2178,207669.484375
2179,141282.296875
2180,200964.421875
2181,193833.828125
2182,224415.265625
2183,189732.53125
2184,139096.5
2185,141393.375
2186,135437.265625
2187,135564.484375
2188,169255.71875
2189,190210.6875
2190,79185.40625
2191,98399.9296875
2192,107661.3046875
2193,106266.1875
2194,110810.765625
2195,109260.5234375
2196,109384.828125
2197,83769.0078125
2198,155043.15625
2199,168978.90625
